ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,Community Areas,Historical Wards 2003-2015,Zip Codes,Census Tracts,Wards
2762255-20201130,2762255,471812,1,Natural T Beauty LLC,Natural T Beauty & more,2047 W FULLERTON AVE BSMT,CHICAGO,IL,60647,32,,32-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2762255,ISSUE,11/20/2020,11/20/2020,11/29/2020,N,11/30/2020,12/15/2022,11/30/2020,11/30/2020,AAI,,,41.924893324,-87.679724605,"(41.92489332443545, -87.67972460529468)",23,16,22535,178,40
2757971-20201130,2757971,471450,1,Illinois Security Professionals,Illinois Security Professionals,150 N MICHIGAN AVE  2800,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,800,Security Services,2757971,ISSUE,11/05/2020,11/05/2020,11/29/2020,N,11/30/2020,12/15/2022,11/29/2020,11/30/2020,AAI,,,41.884530964,-87.624602045,"(41.88453096378336, -87.62460204460082)",38,22,14309,580,36
2060985-20210116,2760976,357320,1,Cisneros Family Bakery LTD,Pineda's Bakery,5148 S ARCHER AVE 1,CHICAGO,IL,60632,14,25,14-25,8,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2060985,RENEW,,11/15/2020,11/29/2020,N,01/16/2021,01/15/2023,11/29/2020,11/30/2020,AAI,,,41.800518975,-87.731801087,"(41.80051897472681, -87.73180108668275)",54,35,22248,697,8
2642008-20210116,2761999,455594,1,THH ACQUISITION LLC I,TOTAL HOME HEALTH,1000 N WESTERN AVE,CHICAGO,IL,60622,26,,26-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2642008,RENEW,,11/15/2020,11/27/2020,N,01/16/2021,01/15/2023,11/27/2020,11/30/2020,AAI,,,41.899422557,-87.687084777,"(41.89942255693307, -87.68708477650006)",25,24,21560,542,49
2496160-20201216,2756410,411204,1,MICHAEL L. WEATHERSBY,RKE CONSTRUCTION,597  FORSYTHE AVE,CALUMET CITY,IL,60409,,,,,4404,Regulated Business License,673,Home Repair Services,2496160,RENEW,,10/15/2020,11/28/2020,N,12/16/2020,12/15/2022,11/28/2020,11/30/2020,AAI,,,,,,,,,,
2214675-20210116,2760387,230315,1,GRAND EXPRESS AUTO SERVICES INC,GRAND EXPRESS AUTO SERVICE INC,5334 W GRAND AVE,CHICAGO,IL,60639,36,47,36-47,25,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2214675,RENEW,,11/15/2020,11/28/2020,N,01/16/2021,01/15/2023,11/28/2020,11/30/2020,AAI,,,41.91776525,-87.759807562,"(41.9177652495669, -87.75980756209427)",19,4,22615,307,44
2762269-20201130,2762269,471833,1,SHAWARMA 24 INC.,MR SHAWARMA,4552 N MAGNOLIA AVE,CHICAGO,IL,60640,46,,46-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2762269,ISSUE,11/23/2020,11/23/2020,11/23/2020,N,11/30/2020,12/15/2022,11/27/2020,11/30/2020,AAI,,34,41.965083964,-87.661160952,"(41.96508396448373, -87.66116095180712)",31,37,22616,611,39
2762398-20201130,2762398,471908,1,PRODIGYTEKS INC,PRODIGYTEKS INC,159 N SANGAMON ST 2 262,CHICAGO,IL,60607,27,,27-,,1010,Limited Business License,602,Administrative Commercial Office,2762398,ISSUE,11/27/2020,11/27/2020,11/27/2020,N,11/30/2020,12/15/2022,11/27/2020,11/30/2020,AAI,,,41.884762009,-87.650804884,"(41.88476200881466, -87.65080488395925)",29,41,14917,63,46
2608180-20201016,2748458,428534,1,TONYS FOOD ENTERPRISE INC.,TONY'S STEAK & LEMONADE SHRIMP MAX FISH & CHICKEN,1757 W 87TH ST 1ST,CHICAGO,IL,60620,21,3,21-3,22,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2608180,RENEW,,08/15/2020,11/25/2020,N,10/16/2020,10/15/2022,11/25/2020,11/30/2020,AAI,,,41.735616946,-87.667783298,"(41.73561694608059, -87.66778329790542)",70,18,21554,488,13
2762390-20201130,2762390,471897,1,HAUS OF CB LLC,HAUS OF CB BEAUTY BAR,1848 W 35TH ST,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2762390,ISSUE,11/27/2020,11/27/2020,11/27/2020,N,11/30/2020,12/15/2022,11/27/2020,11/30/2020,AAI,,,41.830532336,-87.672390897,"(41.83053233615296, -87.67239089747628)",56,26,14924,192,1
2637151-20201216,2756998,454858,1,"VICTOR HVAC, CORP.","VICTOR HVAC, CORP.",1352 N LOCKWOOD AVE 1ST,CHICAGO,IL,60651,37,38,37-38,25,4404,Regulated Business License,674,Home Repair Services (Home Based Business),2637151,RENEW,,10/15/2020,11/29/2020,N,12/16/2020,12/15/2022,11/29/2020,11/30/2020,AAI,,,41.90562252,-87.758482545,"(41.90562252041169, -87.75848254461204)",26,4,4299,599,45
1942861-20210116,2760845,339083,1,LAKE FRONT CITGO INC.,PERSHING BP,437 E PERSHING RD 1,CHICAGO,IL,60653,3,20,3-20,2,1275,Filling Station,666,Operation of a Fuel Filling Station,1942861,RENEW,,11/15/2020,11/29/2020,N,01/16/2021,01/15/2023,11/29/2020,11/30/2020,AAI,,,41.823747833,-87.61529192,"(41.82374783303715, -87.61529192049633)",4,12,4301,625,9
2757757-20201102,2757757,471282,1,"LENDING FUNDING GROUP, LLC",LENDING FUNDING GROUP,403 W LINCOLN HWY 2ND 22 UPSTRS,CHICAGO HEIGHTS,IL,60411,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2757757,ISSUE,10/30/2020,10/30/2020,10/30/2020,N,11/02/2020,11/15/2022,10/30/2020,11/02/2020,AAI,,,,,,,,,,
28025-20201216,2754541,11429,1,CHICAGO FOOD CORPORATION,JOONG BOO MARKET,3333 N KIMBALL AVE,CHICAGO,IL,60618,35,24,35-24,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,28025,RENEW,,10/15/2020,11/06/2020,N,12/16/2020,12/15/2022,11/06/2020,11/30/2020,AAI,,,41.942153586,-87.712446018,"(41.94215358561294, -87.71244601758664)",22,15,21538,138,12
2762397-20201130,2762397,471907,1,"FreddyJacq's Services, LLC",FreddyJacq's Services,7446 N OCTAVIA AVE,CHICAGO,IL,60631,41,,41-,,4404,Regulated Business License,674,Home Repair Services (Home Based Business),2762397,ISSUE,11/27/2020,11/27/2020,11/27/2020,N,11/30/2020,12/15/2022,11/27/2020,11/30/2020,AAI,,,42.016667333,-87.809164369,"(42.01666733302368, -87.80916436937913)",77,34,22243,653,29
2762394-20201130,2762394,471904,1,METROPOLITAN DIAGNOSTIC IMAGING INC,ADVANCED MEDICAL IMAGING CENTER,1332 E 47TH ST,CHICAGO,IL,60653,4,,4-,,1010,Limited Business License,229,Diagnostic Imaging Centers,2762394,ISSUE,11/27/2020,11/27/2020,11/27/2020,N,11/30/2020,12/15/2022,11/27/2020,11/30/2020,AAI,,47,41.809785854,-87.593764065,"(41.8097858538923, -87.59376406513762)",5,1,4301,450,10
2206840-20210116,2760598,293048,1,"JED'S PACKAGING SUPPLIES, LLC",JED'S PACKAGING SUPPLIES. LLC,10436 S LAWNDALE AVE,CHICAGO,IL,60655,19,12,19-12,22,4404,Regulated Business License,724,Other Home Based Businesses,2206840,RENEW,,11/15/2020,11/29/2020,N,01/16/2021,01/15/2023,11/29/2020,11/30/2020,AAI,,,41.703048292,-87.713598101,"(41.7030482920499, -87.7135981011078)",73,33,4447,316,42
2762262-20201130,2762262,471825,1,Balbina Quevedo,Bamboolandia,4100 S ASHLAND AVE  658,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2762262,ISSUE,11/23/2020,11/23/2020,11/28/2020,N,11/30/2020,12/15/2022,11/28/2020,11/30/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2374419-20210116,2761399,395704,1,"Norcross & Scott, LLC",Norcross & Scott,1476 W BERWYN AVE 1ST,CHICAGO,IL,60640,48,,48-,,1010,Limited Business License,900,Sale of Furniture,2374419,RENEW,,11/15/2020,11/27/2020,N,01/16/2021,01/15/2023,11/27/2020,11/30/2020,AAI,,22,41.978137438,-87.667739371,"(41.978137437827606, -87.66773937077822)",76,40,22616,540,16
2762348-20201130,2762348,471890,1,James Steward,James's,4100 S ASHLAND AVE  OUTDOOR,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2762348,ISSUE,11/25/2020,11/25/2020,11/28/2020,N,11/30/2020,12/15/2022,11/28/2020,11/30/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
48959-20210116,2759601,37053,1,QUICK SUDS INC,QUICK SUDS CAR WASH,3200 W 115TH ST 1ST,CHICAGO,IL,60655,19,41,19-41,22,1010,Limited Business License,,,48959,RENEW,,11/15/2020,11/29/2020,N,01/16/2021,01/15/2023,11/29/2020,11/30/2020,AAI,,,41.684370648,-87.700677204,"(41.68437064821415, -87.70067720427575)",73,33,4447,264,42
2762402-20201130,2762402,471910,1,Maria Aguillon,Maria Aguillon,4100 S ASHLAND AVE  SPACE #111,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2762402,ISSUE,11/27/2020,11/27/2020,11/27/2020,N,11/30/2020,12/15/2022,11/27/2020,11/30/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2641769-20210116,2761939,455409,1,VANDROSS HAIR DESIGN LLC,VANDROSS HAIR DESIGN LLC,2474 N LINCOLN AVE 1 C,CHICAGO,IL,60614,43,16,43-16,19,1010,Limited Business License,894,Hair Services,2641769,RENEW,,11/15/2020,11/28/2020,N,01/16/2021,01/15/2023,11/28/2020,11/30/2020,AAI,,35,41.926957386,-87.651087272,"(41.92695738612847, -87.65108727231491)",68,51,21190,769,34
2641528-20210116,2761902,455257,1,COINS UP LAUNDRY INC.,COINS UP LAUNDRY,2939 W ARMITAGE AVE,CHICAGO,IL,60647,1,,1-,,4404,Regulated Business License,692,Laundromat - Self Service,2641528,RENEW,,11/15/2020,11/28/2020,N,01/16/2021,01/15/2023,11/28/2020,11/30/2020,AAI,,,41.917344369,-87.700828797,"(41.91734436873039, -87.70082879650832)",23,15,22535,350,41
2641777-20210116,2761942,455415,1,ALEKSANDRA OBETKOVSKI,ALEKSANDRA OBETKOVSKI,9 W ERIE ST 2 8,CHICAGO,IL,60654,42,,42-,,1010,Limited Business License,894,Hair Services,2641777,RENEW,,11/15/2020,11/27/2020,N,01/16/2021,01/15/2023,11/27/2020,11/30/2020,AAI,,,41.893955857,-87.628546648,"(41.89395585670853, -87.62854664840329)",37,22,4446,669,36
2632229-20210116,2761785,432921,1,"RAVENSWOOF, INC.","RAVENSWOOF, INC.",1823 W WILSON AVE 1ST,CHICAGO,IL,60640,47,36,47-36,19,1032,Animal Care License,611,Provide Animal Grooming Services,2632229,RENEW,,11/15/2020,11/28/2020,N,01/16/2021,01/15/2023,11/28/2020,11/30/2020,AAI,,31,41.965034237,-87.675611908,"(41.96503423702995, -87.6756119083575)",6,13,22616,225,18
2609091-20201216,2756688,428583,1,"PARK'S KITCHEN, CO.",OMAKASE YUME,651 W WASHINGTON BLVD 1 101,CHICAGO,IL,60661,42,21,42-21,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2609091,RENEW,,10/15/2020,11/27/2020,N,12/16/2020,07/15/2022,11/27/2020,11/30/2020,AAI,,,41.883052887,-87.644688604,"(41.883052886559646, -87.64468860442474)",29,41,4452,784,36
2762412-20201130,2762412,471913,1,ARTBUILDS LLC,ARTBUILDS,2006 W CHICAGO AVE  1R,CHICAGO,IL,60622,2,,2-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2762412,ISSUE,11/27/2020,11/27/2020,11/27/2020,N,11/30/2020,12/15/2022,11/27/2020,11/30/2020,AAI,,29,41.896014473,-87.677406504,"(41.896014473073436, -87.67740650386857)",25,16,21560,476,11
2744405-20201130,2744405,468851,1,SAFIRE BAPTISTE,PRETTY ZILLA,1220 E 79TH ST 2ND APT.1W,CHICAGO,IL,60619,8,,8-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2744405,ISSUE,07/23/2020,07/23/2020,11/28/2020,N,11/30/2020,12/15/2022,11/28/2020,11/30/2020,AAI,,50,41.75150564,-87.594588122,"(41.75150563984649, -87.59458812201117)",41,9,21546,133,35
2501826-20210116,2761539,412204,1,"ROLLA ENTERTAINMENT, INC.",KOMOREBI,1324 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,1,5,1-5,14,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2501826,RENEW,,11/15/2020,11/29/2020,N,01/16/2021,01/15/2023,11/29/2020,11/30/2020,AAI,,33,41.905709569,-87.670390841,"(41.90570956925753, -87.67039084096871)",25,24,21560,481,41
2506471-20210116,2761623,412519,1,MLM HVAC INC.,MLM HVAC INC.,12115  HILLCREST DR,LEMONT,IL,60439,,,,,4404,Regulated Business License,901,"Heating, Ventilation and Air Conditioning Services - Residential",2506471,RENEW,,11/15/2020,11/29/2020,N,01/16/2021,01/15/2023,11/29/2020,11/30/2020,AAI,,,,,,,,,,
2753234-20201130,2753234,470045,1,augustasignature,Augustasignature inc,1541 W BELMONT AVE,CHICAGO,IL,60657,32,,32-,,4404,Regulated Business License,631,Clothing Alterations,2753234,ISSUE,09/15/2020,09/15/2020,11/29/2020,N,11/30/2020,12/15/2022,11/29/2020,11/30/2020,AAI,,27,41.939595764,-87.667973573,"(41.939595764358295, -87.66797357313875)",57,16,4449,712,40
2216679-20210116,2759375,11486,1,QUALITY ARMATURE,QUALITY  ARMATURE,5259 W GRAND AVE,CHICAGO,IL,60639,37,19,37-19,25,4404,Regulated Business License,816,Storage or Use of Hazardous Materials,2216679,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.917239045,-87.758174255,"(41.91723904489755, -87.75817425501563)",19,4,22615,307,45
2204850-20210116,2759625,40468,1,LAZER COURIER INC,LAZER COURIER INC,5025 W DRUMMOND PL  1,CHICAGO,IL,60639,31,28,31-28,25,4404,Regulated Business License,724,Other Home Based Businesses,2204850,RENEW,,11/15/2020,12/01/2020,N,01/16/2021,01/15/2023,12/01/2020,12/01/2020,AAI,,,41.928626683,-87.752434021,"(41.92862668277249, -87.75243402106273)",19,7,22615,304,17
37022-20201216,2754810,33290,1,"ECLAT NEWTEK, INC",COMPU PRESS,3712 W MONTROSE AVE  2F,CHICAGO,IL,60618,35,30,35-30,17,1010,Limited Business License,,,37022,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.961142612,-87.721020661,"(41.96114261215186, -87.72102066116602)",14,28,21538,119,12
40624-20201216,2754612,15989,1,TAQUERIA EL ASADERO,TAQUERIA EL ASADERO #1,2213 W MONTROSE AVE 1ST,CHICAGO,IL,60618,47,8,47-8,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,40624,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.961265646,-87.684390945,"(41.96126564609312, -87.68439094517171)",46,13,21538,623,18
2476548-20201216,2756310,407892,1,LAKE EFFECT BREWING COMPANY LLC,LAKE EFFECT BREWING COMPANY,4727 W MONTROSE AVE 1ST,CHICAGO,IL,60641,45,12,45-12,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,2476548,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.960628146,-87.74624647,"(41.96062814618813, -87.74624647022029)",16,20,22618,363,50
1168800-20210116,2760357,217969,1,SHREE SHIV SHAKTI INC,DUNKIN DONUT BASKIN ROBIN & TOGO'S,5959 W DIVERSEY AVE,CHICAGO,IL,60639,30,10,30-10,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1168800,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.931030304,-87.775903132,"(41.931030303544645, -87.77590313180974)",19,27,22615,58,21
2762446-20201201,2762446,471934,1,"The International Kitchen, Inc.","The International Kitchen, Inc.",307 N MICHIGAN AVE 8 818,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,850,Travel Services,2762446,ISSUE,11/30/2020,11/30/2020,11/30/2020,N,12/01/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.887004423,-87.624394657,"(41.88700442325107, -87.62439465711454)",38,22,14309,580,36
2762318-20201201,2762318,471865,1,"CEP AMERICA-ILLINOIS, P.C.","CEP AMERICA-ILLINOIS, P.C.",2112 S MICHIGAN AVE 1ST & 2ND FLOOR,CHICAGO,IL,60616,3,,3-,,1010,Limited Business License,635,"Commissioned Staffing of Professional, Secretarial and Clerical Work",2762318,ISSUE,11/24/2020,11/24/2020,11/30/2020,N,12/01/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.853846555,-87.623987627,"(41.85384655482952, -87.62398762653795)",34,48,21194,374,9
54687-20210116,2759437,18023,1,MIDAN INC,MCDONALDS #5471,4338 W NORTH AVE,CHICAGO,IL,60639,36,39,36-39,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,54687,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.909880868,-87.7351582,"(41.90988086805636, -87.73515820036943)",24,7,22615,285,44
2368719-20201216,2756190,395053,1,SEE THRU KITCHEN JEFFERY INC.,SEE THRU CHINESE KITCHEN,7613 S JEFFERY BLVD,CHICAGO,IL,60649,8,60,8-60,4,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2368719,RENEW,,10/15/2020,12/01/2020,N,12/16/2020,12/15/2022,12/01/2020,12/01/2020,AAI,,,41.756631651,-87.575947881,"(41.75663165072997, -87.57594788111123)",39,9,22538,420,35
2373697-20210116,2761338,395397,1,"Financial Network Recovery, Inc.","FINANCIAL NETWORK RECOVERY, INC.",250 E EASY ST  1,SIMI VALLEY,CA,93065,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2373697,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,,,,,,,,
44770-20210116,2759586,35575,1,HYDE PARK BUILDING.MATERIALS&SUPPL,HYDE PARK BLDG.MATERIALS&SUPPL,4630 S COTTAGE GROVE AVE  1ST,CHICAGO,IL,60653,4,26,4-26,2,1010,Limited Business License,,,44770,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,47,41.810413093,-87.606730755,"(41.81041309292236, -87.60673075532918)",4,1,4301,165,10
38657-20210116,2759569,33748,1,WILLOW ELECTRICAL CO.INC.,WILLOW ELECTRICAL CO INC,6145 W DIVERSEY AVE  1ST,CHICAGO,IL,60639,30,2,30-2,25,1010,Limited Business License,,,38657,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.930969369,-87.780217568,"(41.93096936875913, -87.78021756832592)",19,52,22615,78,21
2569631-20210116,2761469,407403,1,"COLES SLF, LLC",Grand Regency of South Shore,7415 - 7419 S EXCHANGE AVE 1 - 5,CHICAGO,IL,60649,7,44,7-44,3,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2569631,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,49,41.760596959,-87.561223581,"(41.76059695875444, -87.56122358089097)",39,43,22538,421,37
2443284-20201116,2752280,403501,1,"WINTER'S JAZZ CLUB, LLC",WINTER'S JAZZ CLUB,411 E ILLINOIS ST  50,CHICAGO,IL,60611,42,31,42-31,18,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2443284,RENEW,,09/15/2020,11/30/2020,N,11/16/2020,11/15/2022,11/30/2020,12/01/2020,AAI,,,41.89095012,-87.61718975,"(41.89095012024265, -87.61718975017543)",37,22,21182,534,36
1716822-20201216,2755389,304813,1,"RAINBOW BEACH SUB SHOP, INC.",RAINBOW BEACH SUB SHOP,7520 S EXCHANGE AVE,CHICAGO,IL,60649,7,28,7-28,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1716822,RENEW,,10/15/2020,11/22/2020,N,12/16/2020,12/15/2022,11/22/2020,12/01/2020,AAI,,49,41.758441052,-87.559803711,"(41.75844105189417, -87.55980371127156)",39,43,22538,245,37
2762261-20201201,2762261,471824,1,Jaime Gonzalez,GonCa,6956 N CLARK ST 1ST,CHICAGO,IL,60626,49,,49-,,1010,Limited Business License,894,Hair Services,2762261,ISSUE,11/23/2020,11/23/2020,11/30/2020,N,12/01/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,24,42.008221268,-87.67393372,"(42.00822126786242, -87.67393371996435)",10,3,21853,49,5
24597-20201016,2745504,9936,1,"CITY-LIFE, LTD.","CITY-LIFE, LTD.",712 E 83RD ST 1,CHICAGO,IL,60619,6,59,6-59,6,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,24597,RENEW,,08/15/2020,09/11/2020,N,10/16/2020,10/15/2022,09/11/2020,12/01/2020,AAI,,,41.744044803,-87.606889988,"(41.74404480254745, -87.60688998764581)",40,31,21546,140,32
1516927-20210116,2760533,280244,1,"DERICE ASIAN CUISINE, INC.",DERICE ASIAN CUSINE,918-920 E 47TH ST,CHICAGO,IL,60653,4,16,4-16,2,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1516927,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,47,41.809682416,-87.603165735,"(41.80968241612921, -87.60316573540783)",5,1,4301,398,10
2177758-20201016,2745505,9936,1,"CITY-LIFE, LTD.","CITY-LIFE, LTD.",712 E 83RD ST 1,CHICAGO,IL,60619,6,59,6-59,6,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2177758,RENEW,,08/15/2020,09/11/2020,N,10/16/2020,10/15/2022,10/07/2020,12/01/2020,AAI,,,41.744044803,-87.606889988,"(41.74404480254745, -87.60688998764581)",40,31,21546,140,32
2202646-20210116,2761168,377373,1,ACTORS TALENT GROUP INC.,ACTORS TALENT GROUP INC,410 S MICHIGAN AVE 7 733,CHICAGO,IL,60605,42,33,42-33,1,1010,Limited Business License,,,2202646,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.876707652,-87.62442948,"(41.87670765183466, -87.62442947950342)",38,48,14913,367,36
2762457-20201201,2762457,471939,1,CONCIERGE AFS CO.,Concierge Accounting and Financial Services,1001 W 15TH ST  139,CHICAGO,IL,60608,11,,11-,,4404,Regulated Business License,599,Accounting / Tax Preparation (Home Based Business),2762457,ISSUE,11/30/2020,11/30/2020,11/30/2020,N,12/01/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.861599922,-87.651031594,"(41.861599922112624, -87.65103159403266)",29,8,14920,760,48
2501165-20201216,2756485,411838,1,"SU QUON BAKERY INC.,",CHIU QUON BAKERY,1127 W ARGYLE ST 1,CHICAGO,IL,60640,48,55,48-55,20,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2501165,RENEW,,10/15/2020,10/26/2020,N,12/16/2020,12/15/2022,10/26/2020,12/01/2020,AAI,,34,41.973148903,-87.658875913,"(41.97314890310981, -87.65887591343079)",31,40,22616,634,16
2762288-20201201,2762288,471844,1,Pro-Tek Heating and Cooling,Pro-Tek Heating and Cooling Inc,7419  KENNETH AVE,SKOKIE,IL,60076,,,,,4404,Regulated Business License,901,"Heating, Ventilation and Air Conditioning Services - Residential",2762288,ISSUE,11/23/2020,11/23/2020,11/30/2020,N,12/01/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,,,,,,,,
1475884-20200616,2725492,272914,1,TOBACCO ROAD INCORPORATED,HAROLD WASHINGTON CULTURAL CENTER,4701 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60615,3,31,3-31,2,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1475884,RENEW,,04/15/2020,06/15/2020,N,06/16/2020,06/15/2022,12/01/2020,12/01/2020,AAI,,56,41.809295204,-87.616439669,"(41.80929520397561, -87.61643966919897)",4,12,21192,447,9
2501419-20201216,2756511,411963,1,PINEAPPLE RESTAURANT GROUP LLC,ATWOOD,1 W WASHINGTON ST 1,CHICAGO,IL,60602,42,9,42-9,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2501419,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,1,41.883108627,-87.627948771,"(41.883108627266935, -87.62794877080378)",38,22,14310,92,36
28631-20201216,2754785,31108,1,"R.P.C.L., INC.",RAVENSWOOD PLAZA COIN LAUNDRY,2008 W MONTROSE AVE  1,CHICAGO,IL,60618,47,10,47-10,19,1010,Limited Business License,,,28631,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,31,41.961562913,-87.679370373,"(41.96156291331945, -87.67937037265992)",6,13,21849,667,18
2647827-20201201,2647827,456591,1,3018 KMN LLC,LOGAN SQUARE LIQUOR,3018 N MILWAUKEE AVE 1,CHICAGO,IL,60618,30,24,30-24,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,2647827,ISSUE,02/20/2019,03/27/2019,02/26/2019,Y,12/01/2020,12/15/2022,12/01/2020,12/01/2020,AAI,,,41.935988659,-87.718982313,"(41.93598865891675, -87.71898231267689)",22,27,21538,215,21
77796-20210116,2759657,47791,1,DENNELY IRISH DANCERS,DENNELY IRISH DANCERS,2555 W 111TH ST 1ST,CHICAGO,IL,60655,19,7,19-7,22,1010,Limited Business License,,,77796,RENEW,,11/15/2020,11/30/2020,N,01/16/2021,01/15/2023,11/30/2020,12/01/2020,AAI,,,41.691636942,-87.685641883,"(41.69163694177201, -87.68564188299455)",74,33,4447,379,42
2631176-20201216,2756798,432329,1,"1057 W. POLK, INC.",CARM'S,1057 W POLK ST,CHICAGO,IL,60607,25,25,25-25,12,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2631176,RENEW,,10/15/2020,11/30/2020,N,12/16/2020,12/15/2022,11/30/2020,12/01/2020,AAI,,,41.871726473,-87.653487163,"(41.87172647304121, -87.65348716348021)",29,8,14917,87,26
